chr	strand	BSJ_count	cell_line	tool	circ_id	circ_id_strand	start	end	circ_ID	design	primer_found	total_primer_pairs	passed	failed_spec	failed_SNP	failed_sec_str_temp	failed_sec_str_amp
chr4	-	28	HLF	find_circ	chr4:128992166-129003876	chr4:128992166-129003876/-	128992166	129003876	circ06566	1	1	20	20	0	0	0	0
chr19	+	69	HLF	find_circ	chr19:17101659-17102557	chr19:17101659-17102557/+	17101659	17102557	circ04370	1	1	3	3	0	0	0	0
chr16	+	12	HLF	find_circ	chr16:84740308-84745673	chr16:84740308-84745673/+	84740308	84745673	circ05882	1	1	11	11	0	0	0	0
chr4	-	8	HLF	find_circ	chr4:24570653-24576678	chr4:24570653-24576678/-	24570653	24576678	circ07208	1	1	20	19	1	0	0	0
chr13	-	15	SW480	find_circ	chr13:77205255-77243951	chr13:77205255-77243951/-	77205255	77243951	circ07209	1	1	20	20	0	0	0	0
chr17	-	13	NCI-H23	find_circ	chr17:61984170-61985090	chr17:61984170-61985090/-	61984170	61985090	circ07083	1	1	20	17	3	0	0	0
chr1	-	70	NCI-H23	find_circ	chr1:247156405-247159813	chr1:247156405-247159813/-	247156405	247159813	circ04337	1	1	20	12	8	0	0	0
chr18	+	12	SW480	find_circ	chr18:9195550-9221999	chr18:9195550-9221999/+	9195550	9221999	circ03899	1	1	20	20	0	0	0	0
chr20	+	8	HLF	find_circ	chr20:31782248-31797515	chr20:31782248-31797515/+	31782248	31797515	circ06766	1	1	20	20	0	0	0	0
chrX	-	7	SW480	find_circ	chrX:53561755-53562244	chrX:53561755-53562244/-	53561755	53562244	circ07210	1	1	20	20	0	0	0	0
chr12	+	8	HLF	find_circ	chr12:1371832-1444750	chr12:1371832-1444750/+	1371832	1444750	circ07211	1	1	20	20	0	0	0	0
chr5	+	8	NCI-H23	find_circ	chr5:138810037-138812302	chr5:138810037-138812302/+	138810037	138812302	circ07081	1	1	20	20	0	0	0	0
chr4	+	7	NCI-H23	find_circ	chr4:6300977-6301181	chr4:6300977-6301181/+	6300977	6301181	circ07212	1	1	6	6	0	0	0	0
chr20	-	80	NCI-H23	find_circ	chr20:54157168-54171670	chr20:54157168-54171670/-	54157168	54171670	circ06047	1	1	2	2	0	0	0	0
chr20	+	7	SW480	find_circ	chr20:32788853-32792770	chr20:32788853-32792770/+	32788853	32792770	circ03021	1	1	12	12	0	0	0	0
chr1	-	50	HLF	find_circ	chr1:58506059-58539310	chr1:58506059-58539310/-	58506059	58539310	circ07213	1	1	20	20	0	0	0	0
chr13	+	7	HLF	find_circ	chr13:28174271-28197346	chr13:28174271-28197346/+	28174271	28197346	circ07214	1	1	20	20	0	0	0	0
chrX	-	10	SW480	find_circ	chrX:14843659-14865580	chrX:14843659-14865580/-	14843659	14865580	circ02967	1	1	20	20	0	0	0	0
chr5	+	14	SW480	find_circ	chr5:136147831-136154163	chr5:136147831-136154163/+	136147831	136154163	circ06408	1	1	20	20	0	0	0	0
chr2	+	6	NCI-H23	find_circ	chr2:241456746-241475987	chr2:241456746-241475987/+	241456746	241475987	circ07215	1	1	20	20	0	0	0	0
chr3	-	6	NCI-H23	find_circ	chr3:56627036-56628614	chr3:56627036-56628614/-	56627036	56628614	circ04146	1	1	20	20	0	0	0	0
chr4	-	6	NCI-H23	find_circ	chr4:82878729-82880922	chr4:82878729-82880922/-	82878729	82880922	circ07216	1	1	20	20	0	0	0	0
chr8	-	8	HLF	find_circ	chr8:73673106-73688813	chr8:73673106-73688813/-	73673106	73688813	circ02699	1	1	20	20	0	0	0	0
chr6	+	32	NCI-H23	find_circ	chr6:75702644-75703072	chr6:75702644-75703072/+	75702644	75703072	circ06783	1	1	20	20	0	0	0	0
chr11	+	8	HLF	find_circ	chr11:68505144-68519651	chr11:68505144-68519651/+	68505144	68519651	circ07217	1	1	12	12	0	0	0	0
chr22	-	15	SW480	find_circ	chr22:36341369-36349255	chr22:36341369-36349255/-	36341369	36349255	circ03066	1	1	16	16	0	0	0	0
chr7	-	20	HLF	find_circ	chr7:148846469-148847305	chr7:148846469-148847305/-	148846469	148847305	circ06624	1	1	20	20	0	0	0	0
chr2	-	8	HLF	find_circ	chr2:8908620-8958642	chr2:8908620-8958642/-	8908620	8958642	circ05653	1	1	20	2	18	0	0	0
chr1	+	7	HLF	find_circ	chr1:179302676-179337896	chr1:179302676-179337896/+	179302676	179337896	circ02606	1	1	20	20	0	0	0	0
chr10	-	8	NCI-H23	find_circ	chr10:128107563-128119319	chr10:128107563-128119319/-	128107563	128119319	circ07218	1	1	11	5	6	0	0	0
chr13	-	7	SW480	find_circ	chr13:71557023-71573573	chr13:71557023-71573573/-	71557023	71573573	circ06949	1	1	7	7	0	0	0	0
chr15	-	6	NCI-H23	find_circ	chr15:43455891-43470066	chr15:43455891-43470066/-	43455891	43470066	circ07219	1	1	14	14	0	0	0	0
chr7	+	7	HLF	find_circ	chr7:98191613-98194572	chr7:98191613-98194572/+	98191613	98194572	circ04521	1	1	7	7	0	0	0	0
chr12	-	14	HLF	find_circ	chr12:124567307-124634263	chr12:124567307-124634263/-	124567307	124634263	circ06376	0	0	0	0	0	0	0	0
chr1	-	46	HLF	find_circ	chr1:20969473-20981227	chr1:20969473-20981227/-	20969473	20981227	circ07053	1	1	7	7	0	0	0	0
chr22	+	24	NCI-H23	find_circ	chr22:45729424-45740538	chr22:45729424-45740538/+	45729424	45740538	circ05274	1	1	20	20	0	0	0	0
chr4	-	11	SW480	find_circ	chr4:145885677-145903215	chr4:145885677-145903215/-	145885677	145903215	circ06418	1	1	14	13	1	0	0	0
chr22	-	6	HLF	find_circ	chr22:28094079-28108403	chr22:28094079-28108403/-	28094079	28108403	circ07220	1	1	20	20	0	0	0	0
chr6	+	8	SW480	find_circ	chr6:75702644-75711416	chr6:75702644-75711416/+	75702644	75711416	circ07221	1	1	20	20	0	0	0	0
chr4	+	9	NCI-H23	find_circ	chr4:2699679-2700544	chr4:2699679-2700544/+	2699679	2700544	circ03684	1	0	13	0	13	0	0	0
chr20	+	8	SW480	find_circ	chr20:49066191-49072697	chr20:49066191-49072697/+	49066191	49072697	circ05214	1	1	20	20	0	0	0	0
chr12	+	15	HLF	find_circ	chr12:42374862-42398994	chr12:42374862-42398994/+	42374862	42398994	circ03128	1	1	20	20	0	0	0	0
chr9	+	10	HLF	find_circ	chr9:94773001-94801002	chr9:94773001-94801002/+	94773001	94801002	circ03699	1	1	15	15	0	0	0	0
chr17	+	17	HLF	find_circ	chr17:39708320-39710481	chr17:39708320-39710481/+	39708320	39710481	circ03585	1	1	19	19	0	0	0	0
chr12	+	36	HLF	find_circ	chr12:26055278-26067713	chr12:26055278-26067713/+	26055278	26067713	circ05823	1	1	20	20	0	0	0	0
chr2	+	97	HLF	find_circ	chr2:36378356-36396787	chr2:36378356-36396787/+	36378356	36396787	circ05533	1	1	20	20	0	0	0	0
chr16	+	6	HLF	find_circ	chr16:68266592-68266721	chr16:68266592-68266721/+	68266592	68266721	circ05928	1	1	20	20	0	0	0	0
chr5	-	9	HLF	find_circ	chr5:38990948-39003622	chr5:38990948-39003622/-	38990948	39003622	circ03525	1	1	20	17	3	0	0	0
chr4	+	30	HLF	find_circ	chr4:143543508-143543972	chr4:143543508-143543972/+	143543508	143543972	circ02790	1	1	20	20	0	0	0	0
chr2	+	7	HLF	find_circ	chr2:28906459-28914208	chr2:28906459-28914208/+	28906459	28914208	circ03951	1	1	14	14	0	0	0	0
chr9	+	16	HLF	find_circ	chr9:17226202-17236588	chr9:17226202-17236588/+	17226202	17236588	circ03231	1	1	1	1	0	0	0	0
chr4	+	15	HLF	find_circ	chr4:1918140-1918623	chr4:1918140-1918623/+	1918140	1918623	circ03662	0	0	0	0	0	0	0	0
chr8	+	25	HLF	find_circ	chr8:123077110-123120188	chr8:123077110-123120188/+	123077110	123120188	circ05841	1	1	20	20	0	0	0	0
chr5	-	16	SW480	find_circ	chr5:124643510-124701269	chr5:124643510-124701269/-	124643510	124701269	circ05569	1	1	5	5	0	0	0	0
chr5	+	52	NCI-H23	find_circ	chr5:36984675-36986301	chr5:36984675-36986301/+	36984675	36986301	circ05328	1	1	20	20	0	0	0	0
chr18	+	10	NCI-H23	find_circ	chr18:36946248-36959435	chr18:36946248-36959435/+	36946248	36959435	circ07222	1	1	20	20	0	0	0	0
chr16	-	31	HLF	find_circ	chr16:304303-314683	chr16:304303-314683/-	304303	314683	circ07223	0	0	0	0	0	0	0	0
chr13	+	8	SW480	find_circ	chr13:24294738-24297735	chr13:24294738-24297735/+	24294738	24297735	circ07224	1	1	2	1	1	0	0	0
chr2	+	57	NCI-H23	find_circ	chr2:36396613-36442735	chr2:36396613-36442735/+	36396613	36442735	circ07225	1	1	20	20	0	0	0	0
chr14	+	13	SW480	find_circ	chr14:102870184-102903429	chr14:102870184-102903429/+	102870184	102903429	circ06971	1	1	2	2	0	0	0	0
chr1	-	16	HLF	find_circ	chr1:93894613-93901669	chr1:93894613-93901669/-	93894613	93901669	circ07226	1	1	20	20	0	0	0	0
chr12	+	8	HLF	find_circ	chr12:2994737-3022017	chr12:2994737-3022017/+	2994737	3022017	circ05976	0	0	0	0	0	0	0	0
chr10	-	20	SW480	find_circ	chr10:5794884-5800705	chr10:5794884-5800705/-	5794884	5800705	circ02734	1	1	20	20	0	0	0	0
chr7	-	17	NCI-H23	find_circ	chr7:156756392-156826744	chr7:156756392-156826744/-	156756392	156826744	circ07227	1	1	16	16	0	0	0	0
chr3	-	16	SW480	find_circ	chr3:12935447-12941865	chr3:12935447-12941865/-	12935447	12941865	circ05619	1	1	6	6	0	0	0	0
chr10	-	9	SW480	find_circ	chr10:124681606-124706887	chr10:124681606-124706887/-	124681606	124706887	circ07228	1	1	13	13	0	0	0	0
chr10	-	6	HLF	find_circ	chr10:60105904-60114331	chr10:60105904-60114331/-	60105904	60114331	circ06830	1	1	20	16	4	0	0	0
chr14	-	6	NCI-H23	find_circ	chr14:70584816-70597777	chr14:70584816-70597777/-	70584816	70597777	circ00127	1	1	16	16	0	0	0	0
chr9	+	6	SW480	find_circ	chr9:128508875-128515639	chr9:128508875-128515639/+	128508875	128515639	circ06837	1	1	20	20	0	0	0	0
chr1	-	56	NCI-H23	find_circ	chr1:155521099-155521618	chr1:155521099-155521618/-	155521099	155521618	circ03395	1	1	20	20	0	0	0	0
chr2	+	15	NCI-H23	find_circ	chr2:73432197-73455295	chr2:73432197-73455295/+	73432197	73455295	circ04485	1	1	20	20	0	0	0	0
chr1	+	7	NCI-H23	find_circ	chr1:12299201-12308641	chr1:12299201-12308641/+	12299201	12308641	circ05337	1	1	20	20	0	0	0	0
chr1	-	36	HLF	find_circ	chr1:155438326-155439068	chr1:155438326-155439068/-	155438326	155439068	circ04178	1	1	20	20	0	0	0	0
chr11	+	7	NCI-H23	find_circ	chr11:67608395-67609635	chr11:67608395-67609635/+	67608395	67609635	circ07229	1	0	4	0	4	0	0	0
chr9	+	9	HLF	find_circ	chr9:93471140-93476338	chr9:93471140-93476338/+	93471140	93476338	circ07230	1	1	17	17	0	0	0	0
chr8	+	11	NCI-H23	find_circ	chr8:144190783-144200541	chr8:144190783-144200541/+	144190783	144200541	circ03202	0	0	0	0	0	0	0	0
chr3	-	8	HLF	find_circ	chr3:120002045-120093593	chr3:120002045-120093593/-	120002045	120093593	circ07231	1	1	19	19	0	0	0	0
chr2	+	8	HLF	find_circ	chr2:134253094-134254644	chr2:134253094-134254644/+	134253094	134254644	circ04385	1	1	12	11	1	0	0	0
chr2	-	6	SW480	find_circ	chr2:95150196-95159373	chr2:95150196-95159373/-	95150196	95159373	circ07232	1	1	6	5	1	0	0	0
chr22	+	16	NCI-H23	find_circ	chr22:41808874-41810000	chr22:41808874-41810000/+	41808874	41810000	circ05686	1	1	20	20	0	0	0	0
chr4	-	29	SW480	find_circ	chr4:112562370-112585725	chr4:112562370-112585725/-	112562370	112585725	circ03542	1	1	14	14	0	0	0	0
chr17	-	6	SW480	find_circ	chr17:5460938-5463689	chr17:5460938-5463689/-	5460938	5463689	circ07233	0	0	0	0	0	0	0	0
chr6	-	108	NCI-H23	find_circ	chr6:77271339-77273307	chr6:77271339-77273307/-	77271339	77273307	circ03593	1	1	20	20	0	0	0	0
chr14	-	9	SW480	find_circ	chr14:22909482-22911403	chr14:22909482-22911403/-	22909482	22911403	circ03327	1	1	20	20	0	0	0	0
chr12	-	236	HLF	find_circ	chr12:95208842-95211267	chr12:95208842-95211267/-	95208842	95211267	circ02778	1	1	14	14	0	0	0	0
chr22	+	21	SW480	find_circ	chr22:24302194-24369320	chr22:24302194-24369320/+	24302194	24369320	circ05659	1	1	20	20	0	0	0	0
chr10	+	6	HLF	find_circ	chr10:120858642-120890887	chr10:120858642-120890887/+	120858642	120890887	circ07234	1	1	20	20	0	0	0	0
chr22	-	7	NCI-H23	find_circ	chr22:41274599-41281082	chr22:41274599-41281082/-	41274599	41281082	circ02162	1	1	9	6	3	0	0	0
chr1	-	7	NCI-H23	find_circ	chr1:180397515-180413471	chr1:180397515-180413471/-	180397515	180413471	circ03136	1	1	17	17	0	0	0	0
chr19	-	8	HLF	find_circ	chr19:10491576-10492262	chr19:10491576-10492262/-	10491576	10492262	circ02649	0	0	0	0	0	0	0	0
chr17	-	8	HLF	find_circ	chr17:76312869-76313891	chr17:76312869-76313891/-	76312869	76313891	circ07164	1	1	20	20	0	0	0	0
chr6	-	15	SW480	find_circ	chr6:629834-637861	chr6:629834-637861/-	629834	637861	circ02571	1	1	20	20	0	0	0	0
chr10	+	39	NCI-H23	find_circ	chr10:110596397-110598290	chr10:110596397-110598290/+	110596397	110598290	circ06859	1	1	20	20	0	0	0	0
chr13	-	10	SW480	find_circ	chr13:78635109-78644997	chr13:78635109-78644997/-	78635109	78644997	circ02765	1	1	20	20	0	0	0	0
chr17	-	6	SW480	find_circ	chr17:78803384-78807636	chr17:78803384-78807636/-	78803384	78807636	circ07235	1	1	6	6	0	0	0	0
chr16	-	6	HLF	find_circ	chr16:74651919-74661451	chr16:74651919-74661451/-	74651919	74661451	circ03938	1	1	20	20	0	0	0	0
chr1	+	7	NCI-H23	find_circ	chr1:81907016-81907230	chr1:81907016-81907230/+	81907016	81907230	circ03284	1	1	20	20	0	0	0	0
chr17	+	6	HLF	find_circ	chr17:47612459-47619164	chr17:47612459-47619164/+	47612459	47619164	circ07236	1	1	20	20	0	0	0	0
chr15	+	18	HLF	find_circ	chr15:41696074-41713496	chr15:41696074-41713496/+	41696074	41713496	circ06174	1	1	20	19	1	0	0	0
chr2	-	17	SW480	find_circ	chr2:239990073-240022340	chr2:239990073-240022340/-	239990073	240022340	circ04365	1	1	20	20	0	0	0	0
chr11	-	15	HLF	find_circ	chr11:17988596-18010139	chr11:17988596-18010139/-	17988596	18010139	circ07237	1	1	10	10	0	0	0	0
chr8	-	68	HLF	find_circ	chr8:18765448-18804898	chr8:18765448-18804898/-	18765448	18804898	circ02648	1	1	12	12	0	0	0	0
chr11	+	13	NCI-H23	find_circ	chr11:65504848-65505278	chr11:65504848-65505278/+	65504848	65505278	circ07238	1	1	9	9	0	0	0	0
chr5	+	49	SW480	find_circ	chr5:168488601-168494650	chr5:168488601-168494650/+	168488601	168494650	circ06658	1	1	20	20	0	0	0	0
chr9	-	6	HLF	find_circ	chr9:85575314-85596449	chr9:85575314-85596449/-	85575314	85596449	circ07239	1	1	20	14	6	0	0	0
chr16	+	10	NCI-H23	find_circ	chr16:53873785-53888951	chr16:53873785-53888951/+	53873785	53888951	circ05671	1	1	10	10	0	0	0	0
chr15	+	16	NCI-H23	find_circ	chr15:92996956-93002317	chr15:92996956-93002317/+	92996956	93002317	circ02737	1	1	20	20	0	0	0	0
chr4	+	20	HLF	find_circ	chr4:173247979-173248440	chr4:173247979-173248440/+	173247979	173248440	circ04511	1	1	8	8	0	0	0	0
chr5	-	6	SW480	find_circ	chr5:751132-840650	chr5:751132-840650/-	751132	840650	circ07240	1	0	6	0	6	0	0	0
chr1	+	6	SW480	find_circ	chr1:66958058-66963160	chr1:66958058-66963160/+	66958058	66963160	circ04376	1	1	20	19	1	0	0	0
chr2	-	24	HLF	find_circ	chr2:45546731-45562756	chr2:45546731-45562756/-	45546731	45562756	circ04510	1	1	20	20	0	0	0	0
chr9	+	10	HLF	find_circ	chr9:137834348-137835088	chr9:137834348-137835088/+	137834348	137835088	circ05297	0	0	0	0	0	0	0	0
chr4	+	54	HLF	find_circ	chr4:150102477-150102812	chr4:150102477-150102812/+	150102477	150102812	circ03447	1	1	20	20	0	0	0	0
chr6	+	18	HLF	find_circ	chr6:161022009-161049979	chr6:161022009-161049979/+	161022009	161049979	circ03595	1	1	20	20	0	0	0	0
chr1	-	86	NCI-H23	find_circ	chr1:205616477-205623891	chr1:205616477-205623891/-	205616477	205623891	circ03409	1	1	20	20	0	0	0	0
chr4	+	21	NCI-H23	find_circ	chr4:74174505-74225394	chr4:74174505-74225394/+	74174505	74225394	circ03944	1	1	20	15	5	0	0	0
chr15	-	6	HLF	find_circ	chr15:43455891-43470066	chr15:43455891-43470066/-	43455891	43470066	circ07219	1	1	14	14	0	0	0	0
chr17	+	24	NCI-H23	find_circ	chr17:67945408-67948306	chr17:67945408-67948306/+	67945408	67948306	circ02953	1	1	20	20	0	0	0	0
chr11	-	8	NCI-H23	find_circ	chr11:128484822-128490576	chr11:128484822-128490576/-	128484822	128490576	circ06262	1	1	20	20	0	0	0	0
chrX	+	34	SW480	find_circ	chrX:47846104-47895940	chrX:47846104-47895940/+	47846104	47895940	circ03378	1	1	20	18	2	0	0	0
chr19	-	14	HLF	find_circ	chr19:12714820-12715739	chr19:12714820-12715739/-	12714820	12715739	circ05161	1	1	13	13	0	0	0	0
chr6	+	6	NCI-H23	find_circ	chr6:42828492-42830172	chr6:42828492-42830172/+	42828492	42830172	circ06606	1	1	20	20	0	0	0	0
chr1	+	91	NCI-H23	find_circ	chr1:35358924-35361789	chr1:35358924-35361789/+	35358924	35361789	circ06521	1	1	20	20	0	0	0	0
chr7	-	6	SW480	find_circ	chr7:92501506-92518255	chr7:92501506-92518255/-	92501506	92518255	circ07241	1	1	18	18	0	0	0	0
chr16	-	12	HLF	find_circ	chr16:72957426-72960194	chr16:72957426-72960194/-	72957426	72960194	circ04989	1	1	17	15	2	0	0	0
chr12	+	17	HLF	find_circ	chr12:19462509-19473355	chr12:19462509-19473355/+	19462509	19473355	circ03513	1	1	20	19	1	0	0	0
chr12	+	7	SW480	find_circ	chr12:22661123-22673621	chr12:22661123-22673621/+	22661123	22673621	circ07242	1	1	9	9	0	0	0	0
chr20	-	14	SW480	find_circ	chr20:63775677-63805464	chr20:63775677-63805464/-	63775677	63805464	circ07243	1	1	6	2	4	0	0	0
chr14	-	82	NCI-H23	find_circ	chr14:75046375-75049718	chr14:75046375-75049718/-	75046375	75049718	circ07244	1	1	13	13	0	0	0	0
chr16	+	8	HLF	find_circ	chr16:88598177-88611536	chr16:88598177-88611536/+	88598177	88611536	circ02710	0	0	0	0	0	0	0	0
chr17	+	599	NCI-H23	find_circ	chr17:20204332-20205912	chr17:20204332-20205912/+	20204332	20205912	circ04153	1	1	20	20	0	0	0	0
chr19	-	6	HLF	find_circ	chr19:19296988-19297344	chr19:19296988-19297344/-	19296988	19297344	circ04095	0	0	0	0	0	0	0	0
chr11	-	15	HLF	find_circ	chr11:85974707-86031611	chr11:85974707-86031611/-	85974707	86031611	circ06415	1	1	20	20	0	0	0	0
chr7	+	111	SW480	find_circ	chr7:24623665-24650712	chr7:24623665-24650712/+	24623665	24650712	circ05273	1	1	20	20	0	0	0	0
chr17	-	8	HLF	find_circ	chr17:82183773-82188419	chr17:82183773-82188419/-	82183773	82188419	circ07245	1	1	4	4	0	0	0	0
chr7	+	9	SW480	find_circ	chr7:105542407-105555227	chr7:105542407-105555227/+	105542407	105555227	circ07246	1	1	20	20	0	0	0	0
chr2	-	15	NCI-H23	find_circ	chr2:43912431-43918398	chr2:43912431-43918398/-	43912431	43918398	circ05726	1	1	12	12	0	0	0	0
chr10	+	8	HLF	find_circ	chr10:1072115-1080476	chr10:1072115-1080476/+	1072115	1080476	circ07247	1	1	20	13	7	0	0	0
chr2	-	21	HLF	find_circ	chr2:207976650-207977586	chr2:207976650-207977586/-	207976650	207977586	circ04157	1	1	20	20	0	0	0	0
chr7	-	7	SW480	find_circ	chr7:2213211-2222754	chr7:2213211-2222754/-	2213211	2222754	circ05265	0	0	0	0	0	0	0	0
chr12	+	8	NCI-H23	find_circ	chr12:77940318-78007445	chr12:77940318-78007445/+	77940318	78007445	circ07248	1	1	6	6	0	0	0	0
chr2	+	10	HLF	find_circ	chr2:120127687-120175004	chr2:120127687-120175004/+	120127687	120175004	circ04162	1	1	20	20	0	0	0	0
chr3	+	6	NCI-H23	find_circ	chr3:100732507-100736716	chr3:100732507-100736716/+	100732507	100736716	circ07249	1	1	20	20	0	0	0	0
chr18	+	11	SW480	find_circ	chr18:196636-199316	chr18:196636-199316/+	196636	199316	circ04227	1	1	18	18	0	0	0	0
chr9	+	7	NCI-H23	find_circ	chr9:137716625-137752408	chr9:137716625-137752408/+	137716625	137752408	circ04173	1	1	5	4	1	0	0	0
chr5	+	17	NCI-H23	find_circ	chr5:139363758-139364743	chr5:139363758-139364743/+	139363758	139364743	circ04833	1	1	20	20	0	0	0	0
chr4	+	46	SW480	find_circ	chr4:55411613-55417985	chr4:55411613-55417985/+	55411613	55417985	circ07091	1	1	20	20	0	0	0	0
chr9	-	7	NCI-H23	find_circ	chr9:33953284-33956146	chr9:33953284-33956146/-	33953284	33956146	circ06961	1	1	20	14	6	0	0	1
chr11	+	7	SW480	find_circ	chr11:34957383-34992379	chr11:34957383-34992379/+	34957383	34992379	circ07250	1	1	15	13	2	0	0	0
chr18	+	14	SW480	find_circ	chr18:24064139-24083081	chr18:24064139-24083081/+	24064139	24083081	circ03083	1	0	1	0	1	0	0	0
chr2	-	18	NCI-H23	find_circ	chr2:43974613-43975152	chr2:43974613-43975152/-	43974613	43975152	circ07251	1	1	20	20	0	0	0	0
chr1	-	8	SW480	find_circ	chr1:11121245-11122126	chr1:11121245-11122126/-	11121245	11122126	circ07252	1	1	10	4	6	0	0	0
chr2	-	6	SW480	find_circ	chr2:210153494-210154611	chr2:210153494-210154611/-	210153494	210154611	circ02694	1	1	20	20	0	0	0	0
chr1	-	6	NCI-H23	find_circ	chr1:155415743-155415923	chr1:155415743-155415923/-	155415743	155415923	circ07253	1	1	18	18	0	0	0	0
chr12	-	7	NCI-H23	find_circ	chr12:123194385-123223127	chr12:123194385-123223127/-	123194385	123223127	circ06861	1	1	20	20	0	0	0	0
chr1	+	6	SW480	find_circ	chr1:108331170-108338690	chr1:108331170-108338690/+	108331170	108338690	circ06917	1	1	20	20	0	0	0	0
chr5	-	6	SW480	find_circ	chr5:132892163-132893118	chr5:132892163-132893118/-	132892163	132893118	circ06535	1	1	20	16	4	0	0	0
chr3	-	7	NCI-H23	find_circ	chr3:130703722-130730442	chr3:130703722-130730442/-	130703722	130730442	circ07254	1	1	2	2	0	0	0	0
chr3	-	6	NCI-H23	find_circ	chr3:129670329-129671264	chr3:129670329-129671264/-	129670329	129671264	circ03653	1	1	7	7	0	0	0	0
chr9	+	9	HLF	find_circ	chr9:106972004-107003426	chr9:106972004-107003426/+	106972004	107003426	circ07255	1	1	1	1	0	0	0	0
chr20	-	62	HLF	find_circ	chr20:35714184-35725155	chr20:35714184-35725155/-	35714184	35725155	circ06460	1	1	20	18	2	0	0	0
chr2	+	10	NCI-H23	find_circ	chr2:85043563-85049648	chr2:85043563-85049648/+	85043563	85049648	circ02684	1	1	20	20	0	0	0	0
chr3	-	10	SW480	find_circ	chr3:134158120-134195182	chr3:134158120-134195182/-	134158120	134195182	circ06009	1	1	11	11	0	0	0	0
chr7	-	27	HLF	find_circ	chr7:27629370-27649633	chr7:27629370-27649633/-	27629370	27649633	circ03134	1	1	20	20	0	0	0	0
chr1	-	13	HLF	find_circ	chr1:31059203-31059577	chr1:31059203-31059577/-	31059203	31059577	circ02869	1	1	20	20	0	0	0	0
chr21	-	21	SW480	find_circ	chr21:39247700-39258672	chr21:39247700-39258672/-	39247700	39258672	circ03655	1	1	20	20	0	0	0	0
chr2	+	13	HLF	find_circ	chr2:63856305-63857936	chr2:63856305-63857936/+	63856305	63857936	circ07256	1	1	15	15	0	0	0	0
chr6	+	7	SW480	find_circ	chr6:167022408-167044576	chr6:167022408-167044576/+	167022408	167044576	circ04110	1	1	20	17	3	0	0	0
chr16	+	19	NCI-H23	find_circ	chr16:88608933-88611536	chr16:88608933-88611536/+	88608933	88611536	circ03995	0	0	0	0	0	0	0	0
chrX	+	7	SW480	find_circ	chrX:107840669-107854704	chrX:107840669-107854704/+	107840669	107854704	circ03492	1	1	12	12	0	0	0	0
chrX	-	8	HLF	find_circ	chrX:77654097-77664778	chrX:77654097-77664778/-	77654097	77664778	circ03983	1	1	13	13	0	0	0	0
chr4	+	9	HLF	find_circ	chr4:109491326-109494856	chr4:109491326-109494856/+	109491326	109494856	circ07257	1	1	19	19	0	0	0	0
chr12	-	6	SW480	find_circ	chr12:112075677-112078741	chr12:112075677-112078741/-	112075677	112078741	circ02245	1	1	12	12	0	0	0	0
chr2	+	6	HLF	find_circ	chr2:32377587-32401623	chr2:32377587-32401623/+	32377587	32401623	circ07258	1	1	20	20	0	0	0	0
chr7	+	11	NCI-H23	find_circ	chr7:139237004-139284574	chr7:139237004-139284574/+	139237004	139284574	circ07259	1	1	15	15	0	0	0	0
chr17	-	10	HLF	find_circ	chr17:19958013-19958571	chr17:19958013-19958571/-	19958013	19958571	circ05931	1	1	20	20	0	0	0	0
chr16	-	26	HLF	find_circ	chr16:80684537-80685129	chr16:80684537-80685129/-	80684537	80685129	circ07260	1	1	20	20	0	0	0	0
chr8	+	7	HLF	find_circ	chr8:123077110-123084340	chr8:123077110-123084340/+	123077110	123084340	circ07261	1	1	20	20	0	0	0	0
chr4	+	6	HLF	find_circ	chr4:71339369-71357187	chr4:71339369-71357187/+	71339369	71357187	circ07262	1	1	20	20	0	0	0	0
chr2	+	7	NCI-H23	find_circ	chr2:73432197-73491498	chr2:73432197-73491498/+	73432197	73491498	circ03587	1	1	20	20	0	0	0	0
chr7	-	9	SW480	find_circ	chr7:17868406-17875790	chr7:17868406-17875790/-	17868406	17875790	circ02426	1	1	5	5	0	0	0	0
chr13	-	9	HLF	find_circ	chr13:29530537-29536202	chr13:29530537-29536202/-	29530537	29536202	circ04035	1	1	5	5	0	0	0	0
chr15	-	6	NCI-H23	find_circ	chr15:49027364-49037769	chr15:49027364-49037769/-	49027364	49037769	circ00869	1	1	20	20	0	0	0	0
chr3	+	8	NCI-H23	find_circ	chr3:37281957-37302332	chr3:37281957-37302332/+	37281957	37302332	circ05272	1	1	20	20	0	0	0	0
chr5	-	27	HLF	find_circ	chr5:1278640-1282624	chr5:1278640-1282624/-	1278640	1282624	circ04887	1	1	6	6	0	0	0	0
chr9	-	8	NCI-H23	find_circ	chr9:37948634-37974837	chr9:37948634-37974837/-	37948634	37974837	circ01185	1	1	17	17	0	0	0	0
chr3	+	6	SW480	find_circ	chr3:16294855-16303592	chr3:16294855-16303592/+	16294855	16303592	circ03229	1	1	20	20	0	0	0	0
chr5	-	13	HLF	find_circ	chr5:124639132-124701269	chr5:124639132-124701269/-	124639132	124701269	circ07263	1	1	12	12	0	0	0	0
chr2	-	10	SW480	find_circ	chr2:20254862-20256170	chr2:20254862-20256170/-	20254862	20256170	circ07264	1	1	20	20	0	0	0	0
chr4	-	7	SW480	find_circ	chr4:2952274-2956811	chr4:2952274-2956811/-	2952274	2956811	circ04330	1	1	20	17	3	0	0	0
chr4	+	23	SW480	find_circ	chr4:177353307-177353728	chr4:177353307-177353728/+	177353307	177353728	circ03784	1	1	20	20	0	0	0	0
